HATE_SPEECH,COUNTER_NARRATIVE_LEGACY,VERSION,TARGET,CATEGORIES,EMOTIONS,COUNTER_NARRATIVE,GENERATED_CN
Feminists have always exploited and terrorized men and children.,"People only think of feminism as if it is pointing the finger at men, but it is important to remember that it's a movement started by women to ask for equal opportunities from society as a whole.",V2,WOMEN,['Gender and Gender Identity'],"['Anger', 'Contempt']","Feminism advocates for equality and has been instrumental in advancing rights for all genders, including men and children. It's curious how promoting fairness and justice is seen as exploitation. Maybe it's time to rethink who the real ""terrorists"" are in this narrative.","Feminism seeks equality, not domination. It's about creating a world where everyone, regardless of gender, can thrive together safely. Isn't it time we all supported fairness rather than spreading baseless fears?	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Immigrants are only here to replace our talented people.,"The choice to leave one's home country is likley to be one made out of fear and despiration, rather than one based on some half-baked conspiracy about 'replacement'.",V2,MIGRANTS,"['Immigration and Refugee Status', 'National Origin and Culture']","['Fear', 'Resentment', 'Contempt']","Immigrants bring diverse skills and perspectives that complement and enhance our workforce, driving innovation and economic growth. Many of the world's greatest minds and entrepreneurs were immigrants, contributing significantly to society. Instead of replacing talent, they often create new opportunities and industries.","Immigrants bring diverse skills and perspectives that enrich our communities and drive innovation. Many studies show that they contribute more in taxes than they receive in benefits. Instead of replacing talented people, they often work alongside them to build a stronger economy.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Migrants... We are still giving these criminals a free pass!,The presumption of innocence is one of the main principles of our justice system. This means that your opinion is not enough to make someone guilty.,V6_lab,MIGRANTS,['Immigration and Refugee Status'],"['Anger', 'Contempt']","Migrants contribute significantly to our communities, often working hard in essential roles that keep our society running smoothly. Labeling them as criminals ignores the reality that the vast majority are law-abiding individuals seeking better lives. Let's focus on the facts and appreciate the diversity and strength they bring to our country.","Labeling migrants as criminals ignores the fact that many contribute positively to society and are seeking safety and opportunity. Isn't it ironic to call those seeking a better life ""criminals""? Let's focus on building communities where everyone can thrive together.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
What did God think of Charlie Hebdo? Charlie is the victim of terrorism by Muslims.,The Charlie Hebdo terrorist attacks were not so much the work of a religion as an expression of hatred and intolerance,V2,MUSLIMS,['Religion and Belief'],"['Fear', 'Anger']",Blaming an entire religion for the actions of a few individuals is like blaming all of humanity for the actions of a single person. Let's focus on promoting peace and understanding rather than spreading division and hate.,"Charlie Hebdo's freedom of speech is protected by the same laws that protect freedom of expression worldwide, including in many Muslim-majority countries. Blaming an entire religion for the actions of extremists is like blaming all drivers for a car accident. Let's focus on unity and understanding rather than spreading baseless blame.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Black people are ‘super predators’. They should take responsibility for letting their children grow up in a 'ghetto'.,"If we are to talk about crime being the responsibility of black people, we should also be talking about the absence of black people in positions of power, the massive wealth gap, etc. But this is not what I am seeing.",V2,POC,"['Race and Ethnicity', 'Socioeconomic Status and Class']","['Contempt', 'Superiority']",Imagine thinking that an entire community is responsible for systemic issues created by centuries of inequality. Maybe it's time to learn about the real history and contributions of Black communities instead of clinging to outdated stereotypes.,"Labeling black communities as ""super predators"" ignores the systemic issues like poverty and lack of access to education that affect them. Instead of blaming parents, let's focus on creating opportunities for everyone to thrive. After all, shouldn't we all take responsibility for building a society where every child can succeed?	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Islam is a political ideology and an deology of conquest. It has no place in a modern democracy.,The West has been a democracy since the beginning: it has always been about people coming together to make new and better lives for themselves. Islam is welcome too.,V4,MUSLIMS,"['Religion and Belief', 'Political Affiliation and Ideology']","['Contempt', 'Fear']","Islam, like any other major religion, encompasses a wide range of beliefs and practices that millions of people around the world integrate into their daily lives peacefully. Many democratic nations have thriving Muslim communities that contribute positively to society. Perhaps it's time to update your understanding of both democracy and Islam.","Claiming Islam has no place in a modern democracy ignores the millions of Muslims who actively contribute to democratic societies worldwide. Democracy thrives on diversity and inclusion, not exclusion based on misconceptions. Maybe it's time to update those outdated stereotypes with some real-world facts.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
We must put an end to Muslims. They are just a burden on our country. They are not good people.,Muslims are not a problem in Britain. The vast majority of them are good people. How many Muslims do you personally know?,V6_lab,MUSLIMS,['Religion and Belief'],"['Contempt', 'Anger', 'Superiority']","Imagine thinking that an entire group of people, who contribute to our society in countless ways, are a burden. Muslims are doctors, teachers, and neighbors who enrich our communities with their diverse cultures and perspectives. Maybe it's time to broaden our horizons and appreciate the diversity that makes our country stronger.","Muslims have been integral to our society, contributing to fields like medicine, technology, and education. Isn't it amazing how diversity enriches our communities rather than burdens them? Let's celebrate the positive impact of all cultures instead of spreading baseless stereotypes.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Muslim are invading our country.,"I don't think our country is ""invaded"", Maybe it's time for us to remember that there has been a Muslim population in our country for a long time, and that the notion of Muslims as invaders is a myth created by the far right wing to stir up fear.",V6_sbf,MUSLIMS,"['Religion and Belief', 'Immigration and Refugee Status']","['Fear', 'Anger']","Funny how people think ""invading"" means peacefully living, working, and contributing to society. Muslims, like everyone else, are just trying to build a life and community. Let's focus on what unites us rather than spreading baseless fears.","Muslims have been an integral part of our society for generations, contributing to our culture, economy, and community. Instead of fearing diversity, let's celebrate the richness it brings to our lives.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
The feminists are just whining a bunch of lies to promote their agenda of gender equality.,"Yes, the feminists are saying that the proportion of men in leadership positions is too high in many Western countries. But that is because the problem is structural. The problem is that too many women are being taught to be ""feminine"", thus making it hard for them to succeed.",V3,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Resentment']","Feminism isn't about whining; it's about addressing real issues like the gender pay gap and violence against women. If equality is an agenda, then it's one that benefits everyone by creating a fairer society. Maybe it's time to listen to the facts instead of dismissing them as lies.","Gender equality isn't a secret agenda; it's about creating a fair society where everyone has the same opportunities and rights. Feminists advocate for real issues like equal pay and safety, not just ""whining."" Maybe it's time to listen and understand rather than dismiss their voices.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Do you have any proof that the Holocaust ever happened?,What more proof do you need? Are living witnesses not enough?,V2,JEWS,"['Race and Ethnicity', 'Religion and Belief']","['Contempt', 'Superiority']","The Holocaust is one of the most well-documented events in history, with overwhelming evidence from survivor testimonies, Nazi records, and countless photographs. Denying it is like denying the existence of gravity—both are undeniable facts.","Evidence of the Holocaust is overwhelming and comes from multiple sources, including survivor testimonies, photographs, documents, and even Nazi records themselves. Denying its occurrence is like claiming the Earth is flat—both ignore overwhelming evidence and historical facts.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Muslim folks are invading Europe and we should stop them.,"The media would have us believe that there are huge influx of Muslims into Europe. The true number is around 25.7 million Muslims living in the EU (2016), corresponding to the 4,9%.",V6_sbf,MUSLIMS,"['Religion and Belief', 'Immigration and Refugee Status']","['Fear', 'Anger']","Europe has a rich history of cultural exchange and diversity, which has only strengthened its societies. Migration is a natural part of human history, contributing to economic growth and cultural enrichment. Instead of fearing differences, let's celebrate the shared values and contributions that unite us all.","Europe has always been a melting pot of cultures, and diversity is what makes it vibrant and strong. Muslims contribute to society in countless positive ways, from enriching cultural traditions to driving innovation and community service. Let's celebrate our shared humanity rather than fear it.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
"Jews are inherently evil, they want to subvert Western society.","Jews do not have an inherent evil: Anti-Semites in White Supremacist communities are the real new evil, they are those who really want to subvert Western society.",V2,JEWS,['Religion and Belief'],"['Contempt', 'Fear', 'Anger']","Claiming that an entire group of people is inherently evil is not only false but also dangerous. Jewish communities have contributed immensely to the arts, sciences, and culture, enriching societies worldwide. Let's focus on building bridges and understanding rather than spreading baseless hate.","Imagine thinking that an entire group of people is evil just because of their faith—sounds like a plot twist from a bad movie! Jews have contributed immensely to Western society in fields like science, art, and human rights. Let's celebrate diversity instead of spreading baseless stereotypes.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
The vast majority of Muslims are unemployed and refuse to work.,The proportion of Muslims unemployed is no more than that of non-Muslims (add a link to UK employment statistics),V1,MUSLIMS,"['Religion and Belief', 'Occupation and Employment Status']","['Contempt', 'Superiority']","Unemployment isn't determined by religion; it's influenced by economic conditions and opportunities available to everyone. Many Muslims are successful professionals, entrepreneurs, and contribute significantly to society. Maybe it's time to update those outdated stereotypes with some real-world facts.","Muslims contribute significantly to various sectors like healthcare, education, and technology, proving that hard work and dedication know no religion. It's important to recognize the diversity within the Muslim community and challenge stereotypes that undermine their achievements.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Immigrants are not welcome in our country. They are not welcome here. They are not citizens.,Why shouldn't they be? What rights do you have to prevent them from having the same rights as citizens?,V4,MIGRANTS,"['National Origin and Culture', 'Immigration and Refugee Status']","['Contempt', 'Resentment', 'Superiority']","Immigrants contribute significantly to our society, bringing diverse skills and cultures that enrich our communities. Many immigrants are hardworking individuals who pay taxes and help drive economic growth. Remember, being welcoming and inclusive is what truly strengthens a nation.","Imagine a world without the rich cultural diversity that immigrants bring—sounds pretty dull, right? Immigrants contribute significantly to our economy and enrich our communities with new perspectives and ideas. Let's celebrate the fact that our country is stronger together!	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Foreigner should go back where they came from. They are not our brothers.,"Our countries were founded by foreigners, for example the United States. Foreigners have the right to migrate, if they want to.",V3,MIGRANTS,"['National Origin and Culture', 'Immigration and Refugee Status']","['Contempt', 'Superiority']","Imagine a world without the rich diversity that immigrants bring—sounds pretty bland, right? Our communities thrive on the unique cultures, ideas, and talents that people from different backgrounds contribute. Instead of pushing people away, let's celebrate the strength that comes from our shared humanity.","Imagine thinking that diversity is a threat when it's actually our strength. Our world is enriched by different cultures and perspectives, making us stronger together. Let's celebrate our shared humanity rather than divide it.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Muslims are un-British and do not want to be part of the UK.,"We are here to make the UK work for everyone, and make sure people feel part of the community, not discriminated against. Muslims are a part of the population, it is very sad that we are constantly having to combat Islamophobia, as if Muslims were the source of all problems.",V4,MUSLIMS,"['Religion and Belief', 'National Origin and Culture']","['Contempt', 'Superiority']","Muslims have been an integral part of British society for centuries, contributing to its rich cultural tapestry and economic success. The UK is a diverse nation where people of all backgrounds, including Muslims, actively participate in and enrich the community. It's quite British, actually, to embrace diversity and unity.","Muslims have been an integral part of the UK for centuries, contributing to its rich cultural tapestry and economic strength. It's fascinating how some people overlook the fact that diversity is what truly makes Britain British. Maybe it's time to redefine what ""British"" really means—hint: it involves tea	TokenName	TokenName, but also kebabs"
All Muslims should be deported.,Islam does not pose a security risk to this country. It's the reason why the UK and the EU are not falling apart.,V2,MUSLIMS,"['Religion and Belief', 'Immigration and Refugee Status']","['Anger', 'Contempt', 'Fear']",Deporting people based on their religion is not only unconstitutional but also ignores the rich contributions Muslims make to society every day. How about we focus on building communities instead of tearing them apart?,"Imagine thinking that diversity is a threat when it actually enriches our communities. Muslims contribute significantly to our society in countless positive ways, from healthcare to education. Maybe it's time to appreciate the beauty of different cultures instead of fearing them.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
The invasion of migrants from Africa is the biggest threat to our country.,Are you sure about that? Why are people in need a threat?,V2,MIGRANTS,"['Race and Ethnicity', 'National Origin and Culture', 'Immigration and Refugee Status']","['Fear', 'Contempt']","Migrants contribute significantly to our economy and cultural diversity, enriching our society in countless ways. Isn't it amazing how fear can overshadow the reality that diversity often leads to innovation and growth? Let's focus on building bridges, not walls.","Migrants from Africa bring diverse skills and cultures that enrich our society and economy. Instead of seeing them as a threat, let's recognize the opportunities they create and the strength they add to our communities.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Migrants are just happy-go-lucky people who do not take responsibility for their actions.,"Migrants are often subject to dangerous situations in their countries of origin (violence, torture, rape, just to mention a few) and migration is often the only solution. They may appear 'happy-go-lucky':but aren't they just glad to be alive and safe?",V6_lab,MIGRANTS,['Immigration and Refugee Status'],"['Contempt', 'Superiority']","Migrants often work tirelessly to build better lives for themselves and their families, contributing significantly to the economy and society. It's a bit ironic to label them as irresponsible when many are juggling multiple jobs and responsibilities. Maybe it's time to appreciate their resilience and dedication instead of spreading baseless stereotypes.","Migrants contribute significantly to society, often taking on essential jobs and paying taxes that support public services. It's fascinating how some people overlook the fact that many migrants work tirelessly to provide for their families and communities, just like anyone else. Maybe it's time to appreciate their dedication rather than dismiss it with stereotypes.	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName	TokenName"
Migrants are not welcome in our country.,"Migrants from the countries specified as having a 'very high' rate of immigration into the UK, are often accused of being unwilling to integrate. This is simply not true. If they do not want to integrate and don't like our country, why would they come here in the first place? Are they masochists or what?",V5,MIGRANTS,"['Immigration and Refugee Status', 'National Origin and Culture']","['Contempt', 'Resentment']","Migrants bring diversity, skills, and innovation that enrich our communities and drive economic growth. Why not embrace the opportunity to learn from different cultures and perspectives? Our country thrives on the contributions of people from all walks of life.","Migrants bring diversity, skills, and cultural richness that strengthen our communities and drive innovation. Imagine a world without the delicious foods, music, and ideas that migrants have introduced—sounds pretty bland, right?"
Muslims and migrants rape our girls.,"Rape is not a Muslim issue, nor a migrants' one. It is a question of unacceptable violence, whoever the perpetrator is.",V4,other,"['Religion and Belief', 'Immigration and Refugee Status', 'Gender and Gender Identity']","['Fear', 'Anger', 'Contempt']","Blaming an entire group for the actions of a few is like saying all chefs are bad because one overcooked a steak. Let's focus on facts and not stereotypes. Crime is a complex issue that affects all communities, regardless of religion or origin.","Blaming an entire community for the actions of a few individuals is like blaming all of humanity for the mistakes of a few. Let's focus on building communities where everyone feels safe and respected, regardless of their background."
